G04a_001,G04a_002,G04a_003,G04a_004,G04a_005,G04a_006,G04a_007,G04a_008,G04a_009,G04a_010
62401079,262.0,393.3,94.2,0,15.4,3,2.6,5,10.6
62401080,1.6,3.1,0.2,0,0.0,1,0.0,1,0.0
62401081,24.7,68.8,0.0,0,4.7,5,1.4,7,2.9
62401082,69.6,195.6,8.9,0,12.7,4,1.8,4,6.7
62401083,117.0,302.4,20.8,0,18.7,8,3.4,6,10.9
62401084,256.1,505.9,87.0,0,22.1,7,3.4,7,13.0
62401085,359.5,541.2,179.7,0,21.5,5,5.1,4,13.2
62401086,386.5,513.4,284.1,0,13.4,6,4.4,1,9.2
62401087,465.3,565.8,365.7,0,13.2,6,0.6,4,6.1
62401088,400.9,523.0,216.5,0,18.3,4,1.7,5,10.8
62401089,242.8,388.5,98.7,0,14.3,4,4.4,2,9.9
62401090,1.5,3.5,0.1,0,0.0,1,0.0,1,0.0
62401091,52.6,95.8,0.0,0,8.9,7,2.7,7,5.0
62401092,101.9,172.1,30.9,0,8.6,8,1.5,6,4.8
62401093,190.3,374.0,53.8,0,19.9,5,2.1,4,10.9
62401094,216.0,471.0,57.1,0,26.4,8,4.5,7,17.4
62401095,430.9,612.5,145.9,0,28.3,2,4.5,4,18.7
62401096,363.8,503.9,211.9,0,21.5,1,1.1,3,12.6
62401097,405.8,512.9,290.6,0,16.1,2,1.9,8,8.5
62401098,449.1,504.1,308.0,0,16.9,4,1.4,2,6.3
62401099,282.3,496.9,115.4,0,21.7,3,5.1,3,15.0
62401101,0.7,0.7,0.7,0,0.0,1,0.0,1,0.0
62401102,24.6,49.1,0.0,0,5.5,6,3.1,6,4.0
62401103,62.9,198.5,0.0,0,15.1,5,2.1,5,7.8
62401104,139.2,288.9,26.4,0,19.7,5,3.1,6,11.0
62401105,190.1,301.5,68.8,0,21.7,5,2.4,6,11.4
62401106,220.1,351.3,53.7,0,15.3,6,4.7,6,10.9
62401107,85.9,218.9,0.0,0,11.6,2,3.7,1,7.2
62401110,14.8,50.9,0.0,0,4.2,5,1.3,6,2.5
62401111,23.9,51.1,0.0,0,5.0,7,1.6,4,3.2
62401112,56.3,165.6,0.0,0,13.8,6,1.3,4,7.2
62401113,135.2,251.0,27.6,0,15.5,4,3.8,5,9.7
62401114,195.5,325.3,69.2,0,13.1,5,1.6,6,8.7
62401115,213.6,337.6,107.3,0,13.9,5,2.3,5,7.8
62401116,171.9,264.6,47.3,0,13.4,2,1.8,5,7.5
62401117,59.4,171.6,0.0,0,8.9,5,3.0,3,6.0
62401118,8.6,28.1,0.0,0,0.0,1,0.0,1,0.0
62401120,34.4,142.6,6.6,0,10.7,4,1.2,8,5.1
62401121,65.3,169.3,9.8,0,9.7,4,2.5,5,5.1
62401122,96.0,198.2,14.4,0,13.0,7,1.8,7,6.8
62401123,179.2,276.1,67.1,0,13.0,8,2.6,4,7.5
62401124,182.2,294.4,82.2,0,12.8,4,0.4,6,6.8
62401125,249.5,343.1,148.4,0,15.6,3,1.7,7,8.8
62401126,133.7,242.2,39.9,0,14.3,3,1.0,8,7.1
62401127,94.0,170.1,28.6,0,9.8,2,3.2,1,6.4
62401128,41.3,146.4,0.0,0,10.4,3,2.4,4,6.6
62401130,69.8,201.9,9.9,0,15.8,4,1.0,2,9.1
62401131,88.9,171.5,15.9,0,12.9,8,0.5,5,4.9
62401132,107.4,214.6,29.7,0,14.8,5,1.6,7,8.1
62401133,151.9,275.5,57.5,0,11.0,4,1.9,5,7.1
62401134,255.5,353.5,122.3,0,14.9,8,5.7,6,11.0
62401135,287.6,371.5,165.5,0,16.9,4,2.9,1,8.7
62401136,131.8,285.3,35.6,0,17.6,3,2.0,2,9.7
62401137,56.5,147.2,8.3,0,8.8,1,0.7,5,5.2
62401138,41.1,155.9,0.0,0,10.3,5,1.2,3,5.0
62401139,4.9,22.1,0.0,0,0.0,1,0.0,1,0.0
62401140,142.0,264.5,22.2,0,11.1,3,4.3,5,7.4
62401141,66.9,170.9,16.8,0,9.8,7,2.0,6,5.2
62401142,199.5,415.1,45.7,0,19.0,7,8.3,6,13.3
62401143,251.8,463.6,76.0,0,24.2,5,9.0,4,18.5
62401144,195.9,312.5,98.6,0,12.8,4,3.6,6,8.5
62401145,274.3,360.3,176.1,0,10.7,8,2.0,3,6.8
62401146,202.6,343.1,88.8,0,13.9,3,4.0,4,9.1
62401147,99.9,202.2,29.8,0,10.7,4,2.2,3,5.6
62401148,66.4,153.3,5.0,0,8.3,1,1.0,2,4.5
62401149,30.0,101.6,0.0,0,5.4,4,1.5,8,3.4
62401150,152.7,278.4,28.9,0,13.5,3,2.1,3,9.3
62401151,100.9,212.9,23.6,0,14.4,6,1.3,2,7.7
62401152,242.5,441.6,65.9,0,22.0,7,7.4,7,14.8
62401153,380.3,532.5,198.1,0,21.8,1,3.8,2,12.4
62401154,369.3,495.9,221.3,0,19.7,4,5.5,5,13.5
62401155,298.5,420.0,179.8,0,18.1,4,4.0,7,8.0
62401156,192.4,333.2,56.7,0,16.3,2,1.3,3,9.7
62401157,100.7,202.9,21.6,0,11.4,1,3.0,1,6.6
62401158,62.9,143.3,9.7,0,11.2,5,2.1,1,7.1
62401159,37.7,126.6,0.0,0,6.9,3,2.5,4,5.1
62401160,130.2,275.4,30.1,0,14.3,3,1.8,8,9.7
62401161,118.3,231.0,38.2,0,12.8,7,3.3,7,8.0
62401162,312.2,538.1,130.0,0,26.2,8,12.9,6,17.7
62401163,438.2,562.4,263.9,0,22.2,1,5.0,1,14.5
62401164,553.0,655.9,405.5,0,22.7,2,6.4,4,14.1
62401165,368.9,583.4,157.4,0,21.3,4,11.5,2,16.7
62401166,167.1,335.0,56.5,0,14.7,4,4.3,2,9.6
62401167,104.1,221.7,28.2,0,13.7,6,3.9,8,8.7
62401168,140.1,243.0,16.4,0,17.9,5,4.8,7,11.6
62401169,53.1,163.6,5.0,0,7.8,2,2.3,3,5.2
62401170,121.7,264.3,44.9,0,12.8,3,1.4,6,7.2
62401171,147.5,268.6,58.9,0,15.5,7,3.0,7,8.4
62401172,174.1,362.7,77.4,0,25.1,8,0.9,4,12.6
62401173,284.9,491.6,136.7,0,22.2,1,2.8,5,16.0
62401174,490.7,660.5,264.2,0,24.5,8,3.0,1,18.2
62401175,294.4,501.9,135.1,0,22.8,4,7.1,3,15.0
62401176,176.6,318.8,94.1,0,15.8,5,0.5,5,7.5
62401177,142.2,246.2,54.2,0,12.6,5,1.1,1,7.3
62401178,112.3,253.9,23.7,0,12.2,5,2.5,2,8.3
62401179,57.9,125.7,8.9,0,9.0,2,0.7,1,4.5
62401180,144.2,269.2,59.2,0,12.9,4,1.7,1,7.3
62401181,150.2,291.8,61.9,0,13.6,8,2.1,6,6.6
62401182,257.6,442.4,116.8,0,19.4,6,4.4,3,12.6
62401183,382.6,557.8,198.8,0,19.5,5,4.4,3,12.8
62401184,449.0,609.1,246.9,0,20.3,8,8.6,7,15.0
62401185,287.0,460.4,108.0,0,19.8,3,5.4,1,14.0
62401186,199.8,323.8,86.5,0,15.9,1,2.2,4,8.8
62401187,163.5,292.8,28.9,0,13.0,2,1.8,5,8.3
62401188,87.9,252.0,9.9,0,12.8,2,5.8,2,9.9
62401189,32.7,126.2,3.5,0,8.0,1,0.3,3,4.4
62401190,244.8,361.1,136.7,0,14.8,6,3.5,6,9.0
62401191,184.8,351.7,81.0,0,21.7,7,1.9,6,10.1
62401192,249.2,405.0,125.5,0,18.4,8,6.3,6,12.2
62401193,391.3,649.6,202.0,0,26.0,6,9.8,5,18.4
62401194,501.5,660.6,254.1,0,22.9,2,5.4,5,13.9
62401195,237.1,413.1,84.7,0,23.9,3,6.9,4,14.2
62401196,149.2,309.9,52.3,0,16.0,5,3.2,2,9.8
62401197,100.3,206.2,28.3,0,14.6,2,2.1,4,7.8
62401198,61.6,171.6,15.5,0,11.6,4,3.8,7,7.1
62401199,38.1,123.1,6.4,0,9.7,3,1.4,3,5.4
62401250,15.3,35.4,0.0,0,3.1,4,2.7,5,2.9
62401260,44.3,121.5,0.0,0,6.0,4,2.6,3,4.2
62401270,18.5,99.8,0.0,0,6.5,1,0.3,4,3.3
62401271,1.0,2.1,0.0,0,1.1,6,1.1,6,1.1
62401280,11.1,71.7,1.9,0,5.0,5,0.2,4,2.3
62401281,29.6,92.5,0.0,0,5.5,6,1.7,6,3.4
62401282,80.1,252.4,0.0,0,17.7,6,6.0,6,11.5
62401283,11.6,60.3,0.0,0,0.0,1,0.0,1,0.0
62401284,2.2,5.8,0.1,0,0.0,1,0.0,1,0.0
62401290,34.5,104.0,7.7,0,4.3,6,1.0,6,2.8
62401291,67.0,142.2,19.3,0,7.8,5,1.0,7,3.8
62401292,146.3,305.5,8.1,0,21.8,3,0.7,4,10.8
62401293,140.7,335.9,2.0,0,19.3,5,5.1,6,13.0
62401294,137.6,316.9,0.0,0,16.8,5,3.5,4,11.2
62401295,68.1,195.5,0.0,0,21.1,4,17.8,5,19.3
62402000,1.3,3.8,0.0,0,0.0,1,0.0,1,0.0
62402001,47.6,195.6,0.0,0,13.6,6,1.7,6,6.5
62402002,102.1,238.4,8.6,0,21.6,4,2.3,6,11.5
62402003,223.2,405.7,20.8,0,26.6,8,6.1,6,16.9
62402004,358.8,492.9,127.0,0,29.1,4,1.0,2,17.7
62402005,281.3,433.0,131.2,0,19.6,5,0.9,3,12.8
62402006,431.1,601.5,207.2,0,22.1,6,6.7,6,13.7
62402007,481.0,615.9,356.8,0,23.7,2,4.6,5,11.1
62402008,407.8,552.7,241.2,0,24.4,2,0.4,6,14.0
62402009,407.4,513.9,240.9,0,20.8,8,2.0,2,12.0
62402010,22.2,77.2,0.0,0,8.0,6,2.5,7,4.7
62402011,94.5,236.9,0.0,0,14.0,7,4.4,6,8.9
62402012,209.7,323.7,18.4,0,21.0,4,3.8,5,12.5
62402013,151.8,318.5,27.7,0,18.8,5,4.5,8,12.8
62402014,179.4,371.4,41.1,0,28.7,5,1.1,4,16.3
62402015,331.0,529.3,66.0,0,26.8,8,8.2,6,17.3
62402016,488.5,632.1,315.6,0,19.5,6,6.3,7,13.3
62402017,424.8,630.0,194.1,0,29.8,3,4.5,2,19.7
62402018,386.7,564.8,223.5,0,21.2,6,8.1,5,14.4
62402019,420.9,588.1,269.5,0,24.0,5,2.7,6,13.7
62402020,31.4,85.9,0.0,0,8.9,7,2.6,6,6.1
62402021,144.0,263.8,37.1,0,11.2,6,5.1,6,8.2
62402022,297.0,451.4,175.1,0,14.3,7,2.5,6,9.1
62402023,325.6,459.8,129.6,0,20.8,5,5.5,5,12.1
62402024,345.6,543.0,79.0,0,25.9,4,10.3,4,17.5
62402025,243.9,521.9,75.6,0,27.2,4,0.9,5,17.8
62402026,283.3,485.7,118.4,0,27.6,1,4.5,5,17.7
62402027,341.5,602.5,150.8,0,30.9,6,3.5,2,21.3
62402028,537.7,655.6,369.9,0,21.3,5,7.6,6,12.8
62402029,519.1,672.0,360.0,0,15.5,3,4.1,4,10.7
62402030,31.3,97.5,0.0,0,8.2,8,2.2,5,4.7
62402031,151.6,286.3,12.5,0,17.7,8,4.6,8,10.4
62402032,336.3,484.3,184.0,0,16.5,8,4.5,7,11.7
62402033,465.6,582.0,348.6,0,17.7,8,4.3,4,10.7
62402034,457.2,560.5,331.5,0,18.6,1,3.2,6,9.7
62402035,455.3,560.3,289.2,0,23.1,5,2.6,6,12.1
62402036,483.4,700.4,196.5,0,33.2,5,9.2,5,22.6
62402037,554.3,693.1,354.8,0,27.5,6,3.8,1,16.6
62402038,602.8,762.5,452.3,0,25.1,8,1.0,8,10.0
62402039,572.1,792.6,404.6,0,24.2,3,4.3,5,12.8
62402040,42.3,166.5,0.3,0,10.2,8,2.6,5,5.5
62402041,89.0,269.3,12.1,0,21.9,1,3.9,1,11.4
62402042,196.9,413.3,23.0,0,22.7,1,4.0,8,14.3
62402043,368.6,500.7,127.0,0,24.0,8,8.3,2,16.5
62402044,273.7,470.9,74.6,0,31.7,6,3.2,3,17.4
62402045,270.2,484.9,87.7,0,31.5,5,6.3,5,22.4
62402046,337.2,616.9,132.5,0,32.1,1,4.3,5,23.1
62402047,341.4,542.8,192.4,0,30.8,5,1.6,5,18.2
62402048,422.4,690.4,233.9,0,29.1,8,5.3,8,18.6
62402049,438.1,726.6,277.5,0,31.7,1,4.0,1,17.0
62402050,61.6,189.5,5.6,0,13.4,4,4.0,4,6.5
62402051,140.1,309.3,17.3,0,27.1,1,3.8,5,15.0
62402052,189.4,401.3,29.6,0,28.6,5,2.2,7,17.6
62402053,164.4,400.5,35.6,0,27.2,5,6.7,5,17.3
62402054,229.5,532.3,53.0,0,28.7,6,4.7,1,18.6
62402055,447.4,561.8,245.5,0,22.6,5,0.4,6,12.7
62402056,455.4,615.5,263.7,0,22.3,1,3.0,1,16.3
62402057,553.3,724.4,282.9,0,30.3,6,10.9,5,20.0
62402058,533.5,771.1,297.9,0,25.7,4,9.5,1,20.4
62402059,579.2,773.4,330.8,0,26.7,5,5.3,7,18.1
62402060,122.9,275.2,29.2,0,13.3,6,4.8,6,9.5
62402061,174.8,346.5,23.9,0,23.6,5,3.0,8,13.9
62402062,164.4,391.6,32.0,0,30.9,5,1.9,8,20.5
62402063,138.8,393.9,47.6,0,24.9,1,2.9,6,12.3
62402064,251.3,521.9,75.4,0,28.7,1,2.2,6,15.8
62402065,268.5,529.8,104.1,0,27.3,1,4.6,2,16.6
62402066,275.1,548.2,147.1,0,25.8,1,3.3,8,16.7
62402067,356.1,624.1,184.8,0,27.5,1,6.3,1,20.0
62402068,396.6,687.7,237.1,0,27.5,8,7.1,1,18.7
62402069,533.2,770.1,289.1,0,26.7,1,1.7,2,17.9
62402070,184.9,306.7,22.5,0,19.8,8,4.9,5,11.8
62402071,314.4,423.7,185.2,0,16.0,8,0.7,2,8.5
62402072,361.0,448.8,144.9,0,20.5,4,3.7,4,9.0
62402073,240.8,384.9,86.0,0,21.1,4,8.3,4,13.9
62402074,206.7,376.6,83.1,0,23.5,7,1.9,6,12.0
62402075,268.7,462.5,103.0,0,24.1,1,1.0,6,15.2
62402076,453.0,683.8,193.9,0,31.1,8,7.5,7,22.5
62402077,548.3,752.5,277.4,0,26.9,5,1.2,8,16.5
62402078,550.5,772.3,308.4,0,21.9,5,16.2,5,19.6
62402079,534.4,777.6,308.3,0,24.7,5,8.7,4,18.8
62402080,128.6,289.4,23.8,0,20.2,5,4.2,7,13.0
62402081,225.9,396.4,64.5,0,21.6,8,5.4,1,14.9
62402082,358.8,467.0,194.8,0,18.1,1,6.4,1,12.3
62402083,294.8,436.6,124.4,0,14.2,4,6.1,3,11.3
62402084,294.3,458.1,126.2,0,20.1,7,2.1,6,11.4
62402085,292.6,479.7,137.1,0,20.3,3,3.1,6,13.7
62402086,368.4,655.2,175.4,0,26.3,7,4.8,6,16.6
62402087,531.2,741.5,292.5,0,26.8,1,9.6,8,18.2
62402088,690.4,833.1,431.3,0,27.9,8,4.1,4,15.1
62402089,707.4,852.5,539.1,0,17.0,3,5.9,8,12.0
62402090,281.9,432.6,130.1,0,23.3,3,5.9,5,14.2
62402091,176.8,329.5,78.1,0,18.5,8,4.9,8,12.4
62402092,250.3,441.7,110.1,0,22.0,7,6.6,8,12.2
62402093,400.7,512.2,221.5,0,20.4,7,2.2,5,11.3
62402094,331.6,464.1,209.4,0,16.5,4,2.4,6,9.4
62402095,383.7,536.5,206.0,0,18.7,6,4.0,7,11.7
62402096,475.1,661.1,269.8,0,23.6,5,1.1,3,13.5
62402097,550.8,766.7,289.2,0,28.8,6,6.5,7,17.6
62402098,643.8,764.7,473.6,0,18.7,7,5.4,6,10.9
62402099,665.6,782.3,527.5,0,18.2,3,3.9,8,9.6
62402100,347.3,473.9,184.1,0,21.1,4,3.9,3,11.1
62402101,217.2,374.0,104.3,0,21.1,7,6.0,5,12.9
62402102,357.1,575.8,200.6,0,25.5,7,7.6,7,15.0
62402103,605.1,731.6,381.6,0,24.8,6,6.7,4,15.4
62402104,469.2,653.3,274.5,0,21.7,3,7.9,2,15.6
62402105,271.3,411.5,113.6,0,15.3,2,6.1,4,11.2
62402106,150.2,283.0,49.9,0,17.1,3,2.5,6,10.1
62402107,154.2,278.5,30.8,0,16.1,6,5.5,3,11.0
62402108,91.5,209.8,27.4,0,13.1,5,1.7,3,7.1
62402109,48.9,156.8,12.9,0,11.5,2,0.7,3,5.4
62402110,373.1,465.3,296.4,0,13.5,3,1.5,8,7.1
62402111,310.2,486.4,147.6,0,22.3,4,3.7,6,13.7
62402112,360.8,589.4,183.6,0,24.0,7,5.1,6,16.4
62402113,635.3,732.2,458.6,0,22.0,7,7.4,2,13.5
62402114,422.9,680.5,186.4,0,27.9,3,11.4,3,19.3
62402115,195.8,400.9,80.5,0,17.9,4,4.4,1,10.2
62402116,187.8,351.7,68.2,0,17.7,6,1.8,1,10.2
62402117,143.7,263.4,45.9,0,13.5,2,0.6,8,7.6
62402118,91.8,230.3,24.8,0,14.5,1,1.6,3,7.4
62402119,55.8,142.0,19.8,0,7.3,4,0.8,5,4.7
62402120,387.0,482.7,309.1,0,12.8,3,2.0,5,8.1
62402121,444.9,515.0,349.8,0,12.8,4,2.6,6,6.6
62402122,454.3,642.8,261.5,0,21.7,7,8.9,4,14.9
62402123,641.4,771.0,503.4,0,20.3,7,3.5,1,13.3
62402124,472.1,622.2,340.2,0,17.4,3,7.9,4,11.5
62402125,273.1,408.3,133.4,0,17.3,3,4.7,6,11.6
62402126,244.0,420.5,75.2,0,26.0,3,1.8,4,13.4
62402127,186.0,305.2,68.9,0,12.4,3,5.1,6,8.4
62402128,122.3,220.3,43.2,0,10.7,5,1.7,5,6.2
62402129,77.9,174.6,27.1,0,9.4,3,0.8,1,5.1
62402130,445.6,580.9,328.0,0,18.1,4,3.1,2,9.8
62402131,426.3,506.0,338.6,0,12.3,5,0.3,8,7.8
62402132,477.4,659.5,370.8,0,20.4,7,2.0,7,10.4
62402133,590.3,734.6,425.9,0,21.6,1,6.2,2,12.7
62402134,512.4,692.4,299.4,0,24.6,4,6.7,3,15.6
62402135,348.8,495.4,213.7,0,18.6,4,6.2,4,11.8
62402136,265.7,441.0,106.4,0,22.1,3,1.1,3,11.8
62402137,217.2,365.9,93.9,0,21.8,3,3.4,4,10.8
62402138,142.5,251.8,45.5,0,14.6,3,1.9,6,6.9
62402139,98.8,200.2,36.5,0,8.6,7,1.9,3,5.5
62402140,393.8,491.9,312.0,0,14.9,2,2.0,2,8.5
62402141,459.7,571.4,360.6,0,9.1,6,2.0,7,6.2
62402142,551.4,729.7,412.4,0,19.1,5,5.4,5,13.4
62402143,553.4,736.5,421.4,0,18.3,4,5.3,4,12.7
62402144,651.1,761.8,497.0,0,20.9,4,2.5,1,13.0
62402145,474.2,653.9,246.5,0,21.1,4,13.4,4,17.4
62402146,434.7,631.3,230.1,0,20.2,6,6.6,3,14.0
62402147,326.5,442.3,207.2,0,17.1,3,3.9,5,9.8
62402148,199.6,275.5,81.6,0,8.2,4,0.3,7,5.1
62402149,128.5,242.1,55.0,0,12.8,6,2.3,4,7.4
62402150,446.9,605.5,342.7,0,16.7,4,4.3,1,8.9
62402151,414.1,504.3,352.2,0,15.0,8,2.8,7,7.7
62402152,523.2,726.4,405.7,0,19.4,8,5.6,7,12.5
62402153,696.2,811.1,524.2,0,20.3,4,1.4,4,11.8
62402154,603.3,770.2,388.5,0,22.0,4,2.7,6,15.0
62402155,456.8,615.6,307.8,0,17.5,1,4.9,8,12.3
62402156,395.3,579.0,267.8,0,15.1,1,6.7,2,10.9
62402157,313.0,413.6,200.3,0,12.9,4,2.0,6,8.4
62402158,188.0,336.8,89.9,0,14.6,3,3.1,2,8.5
62402159,175.9,251.1,80.9,0,11.5,6,2.8,2,6.6
62402160,497.0,623.8,385.7,0,18.1,1,2.8,4,9.7
62402161,494.7,608.7,406.9,0,19.3,6,3.4,7,9.0
62402162,601.7,781.0,467.0,0,23.8,6,5.2,6,13.7
62402163,751.0,931.0,563.8,0,20.5,7,5.8,5,14.0
62402164,656.4,909.7,468.2,0,24.5,4,8.0,2,16.6
62402165,441.5,587.3,278.8,0,21.3,4,6.8,2,14.9
62402166,331.7,435.5,210.1,0,16.9,3,1.7,7,10.1
62402167,239.9,350.7,146.6,0,15.1,1,2.1,5,6.8
62402168,192.1,331.9,121.8,0,15.4,2,2.2,4,7.7
62402169,142.0,234.4,100.3,0,10.3,2,1.0,2,4.7
62402170,445.5,634.5,351.4,0,25.8,4,1.0,2,10.2
62402171,529.5,727.9,416.5,0,25.1,6,3.7,1,13.2
62402172,736.7,896.3,500.1,0,25.0,8,6.9,5,15.2
62402173,871.9,1053.5,672.5,0,21.4,3,4.0,5,14.5
62402174,719.4,973.6,417.4,0,29.1,3,14.0,2,22.5
62402175,350.2,569.7,215.6,0,26.1,2,6.8,3,14.7
62402176,318.0,508.3,177.6,0,20.8,6,3.9,2,12.6
62402177,323.4,505.1,149.1,0,19.4,5,4.5,4,14.7
62402178,206.0,331.0,126.9,0,15.2,3,1.5,3,8.9
62402179,189.1,272.4,114.8,0,9.0,6,1.5,3,4.7
62402180,505.5,671.2,387.5,0,18.3,3,4.1,7,9.2
62402181,598.9,837.1,454.6,0,26.6,8,8.8,6,15.5
62402182,762.1,950.4,577.3,0,25.0,6,6.8,7,15.2
62402183,875.9,1054.3,578.6,0,27.8,3,6.4,3,18.9
62402184,648.2,892.3,428.2,0,23.0,3,8.9,3,18.0
62402185,419.6,646.1,233.5,0,27.6,3,4.8,4,14.8
62402186,442.9,564.3,293.6,0,21.0,7,1.9,8,11.9
62402187,383.2,510.1,261.7,0,14.2,3,7.5,1,11.4
62402188,229.4,343.3,139.4,0,15.6,3,4.5,6,9.9
62402189,211.1,308.6,122.6,0,12.1,4,1.3,8,6.1
62402190,585.0,681.4,457.6,0,12.8,4,2.7,1,7.5
62402191,694.3,922.6,515.4,0,22.1,6,9.8,7,16.4
62402192,891.6,1070.6,642.1,0,24.4,2,6.7,7,17.9
62402193,821.5,1040.0,547.3,0,27.1,3,4.6,4,18.4
62402194,519.5,793.4,350.7,0,28.7,1,9.4,3,21.3
62402195,428.3,627.4,285.3,0,25.8,3,2.8,5,16.2
62402196,454.7,633.6,241.3,0,24.6,3,4.6,6,14.8
62402197,266.1,364.9,181.0,0,13.9,2,1.4,3,9.5
62402198,322.3,463.4,172.3,0,21.1,6,2.0,3,14.3
62402199,223.2,311.8,129.7,0,13.9,3,2.8,2,7.1
62402200,99.5,271.0,16.2,0,16.4,6,3.3,6,9.0
62402201,156.6,280.9,47.9,0,19.9,5,4.6,5,10.1
62402202,207.7,428.0,72.6,0,21.0,7,7.6,6,13.0
62402203,259.1,422.7,96.3,0,18.5,5,4.4,8,13.0
62402204,286.5,494.4,111.2,0,27.6,5,4.7,5,17.0
62402205,241.6,449.8,0.5,0,26.9,4,7.1,5,17.9
62402206,99.6,280.7,0.0,0,18.4,5,10.7,3,14.4
62402207,60.1,182.1,0.0,0,18.3,4,4.3,5,9.8
62402208,10.6,42.7,0.3,0,0.0,1,0.0,1,0.0
62402210,156.2,310.7,37.8,0,14.0,7,5.2,6,9.4
62402211,325.4,523.2,177.1,0,25.7,5,7.7,6,16.6
62402212,332.1,520.8,148.7,0,21.9,5,3.7,5,13.9
62402213,451.7,682.7,236.3,0,27.9,5,9.7,8,17.7
62402214,532.0,682.2,330.8,0,23.2,5,1.6,3,13.9
62402215,380.9,611.2,172.6,0,23.6,3,9.5,4,18.0
62402216,182.7,340.5,38.8,0,18.0,5,2.4,3,12.1
62402217,171.1,371.0,14.3,0,22.8,4,8.1,3,14.7
62402218,100.9,226.1,0.0,0,16.2,5,10.8,4,12.9
62402219,81.5,268.0,0.0,0,20.8,5,20.8,5,20.8
62402220,118.7,222.1,39.6,0,13.3,8,0.9,8,7.1
62402221,190.8,335.1,79.9,0,17.3,8,3.4,8,11.6
62402222,284.7,470.8,153.9,0,21.3,8,3.9,8,12.1
62402223,489.7,694.9,307.5,0,18.4,7,7.9,7,14.3
62402224,557.4,722.8,317.9,0,29.7,4,7.4,5,16.6
62402225,343.7,648.2,178.3,0,24.6,4,9.9,4,15.8
62402226,334.7,581.9,156.3,0,27.3,6,8.7,4,17.1
62402227,402.6,675.3,181.0,0,26.7,6,12.9,5,20.3
62402228,305.9,508.1,110.7,0,24.7,6,13.7,5,18.5
62402229,273.9,553.7,4.9,0,26.5,4,8.4,5,18.4
62402230,143.1,233.1,59.5,0,9.7,6,1.2,4,5.2
62402231,217.4,305.7,117.0,0,13.9,5,1.3,1,8.3
62402232,315.7,424.0,183.4,0,14.8,6,4.5,7,10.0
62402233,415.7,599.6,283.9,0,22.1,7,8.1,1,14.0
62402234,574.9,792.0,379.5,0,25.2,7,7.9,2,16.0
62402235,571.9,699.2,400.2,0,29.0,5,2.6,5,14.6
62402236,569.8,700.7,383.5,0,25.5,5,5.8,4,15.3
62402237,553.7,697.3,328.7,0,22.9,3,1.9,4,13.5
62402238,547.6,678.6,402.5,0,20.9,5,3.6,6,11.0
62402239,413.4,665.4,172.1,0,26.7,3,9.2,5,19.1
62402240,183.4,243.3,76.5,0,14.9,6,0.2,3,5.4
62402241,211.6,287.2,126.0,0,9.9,2,1.9,7,5.5
62402242,261.5,353.6,152.6,0,10.9,7,2.0,1,7.4
62402243,289.8,467.1,185.4,0,25.3,7,4.7,1,12.7
62402244,445.9,595.5,239.9,0,19.2,1,6.2,8,12.7
62402245,473.8,572.8,345.2,0,16.0,2,6.3,3,10.3
62402246,427.5,611.1,284.4,0,16.1,1,4.9,2,12.7
62402247,444.6,592.4,326.6,0,18.6,7,7.1,7,12.8
62402248,596.7,741.8,431.7,0,19.3,6,5.4,7,12.0
62402249,598.7,824.7,395.9,0,29.5,4,9.2,3,19.6
62402250,169.3,240.5,113.3,0,9.2,8,1.9,8,4.9
62402251,154.5,254.8,89.8,0,13.4,2,1.6,2,6.4
62402252,215.0,302.2,120.0,0,11.9,7,3.1,8,7.1
62402253,220.2,288.1,139.6,0,12.6,7,1.9,7,6.8
62402254,376.9,522.4,246.0,0,19.4,7,4.8,1,13.5
62402255,360.8,515.7,223.2,0,18.2,2,4.2,1,9.8
62402256,318.5,472.7,215.1,0,17.4,2,2.9,8,11.1
62402257,468.3,578.7,302.6,0,20.8,6,6.5,1,14.1
62402258,572.1,731.5,413.5,0,16.3,1,3.9,8,10.5
62402259,706.3,852.2,558.7,0,22.7,5,7.1,7,13.6
62402260,123.4,187.0,88.3,0,7.7,1,0.7,5,3.9
62402261,97.6,182.6,65.3,0,9.1,8,0.5,5,4.1
62402262,127.8,228.4,63.4,0,12.6,1,1.7,6,6.2
62402263,185.3,275.3,92.3,0,10.9,7,3.5,1,6.8
62402264,231.6,386.1,114.4,0,16.4,1,5.0,1,11.3
62402265,256.0,427.6,146.5,0,14.3,8,4.1,1,9.3
62402266,272.3,430.4,167.4,0,13.9,2,3.9,8,9.0
62402267,341.2,542.5,221.3,0,18.6,8,4.1,1,11.5
62402268,446.5,593.8,296.2,0,17.5,7,6.7,2,12.5
62402269,526.6,688.0,358.3,0,19.2,1,7.6,8,14.0
62402270,147.9,232.4,88.7,0,5.2,5,2.1,6,4.1
62402271,110.1,171.2,66.8,0,6.5,4,0.7,7,3.0
62402272,79.6,181.0,53.8,0,9.5,4,0.7,1,3.7
62402273,108.2,209.6,56.8,0,7.4,1,2.2,1,5.2
62402274,128.5,211.2,68.0,0,10.4,6,2.2,8,5.5
62402275,177.9,237.1,118.6,0,8.1,2,1.4,8,4.5
62402276,207.4,370.9,134.4,0,11.9,7,1.3,4,6.8
62402277,221.6,329.6,128.1,0,10.9,8,2.7,8,6.9
62402278,306.9,520.3,169.7,0,18.8,8,7.1,8,11.8
